,id,name,year,url,image,datePublished,genre,language,duration,description,ratingCount,bestRating,worstRating,ratingValue,directorMaxEffect,actorMaxEffect,writerMaxEffect,directorSumEffect,actorSumEffect,writerSumEffect
915,25926252,简单爱,2014,/subject/25926252/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2251860973.webp,2015-07-03,['爱情'], 汉语普通话,PT1H28M,凡子（许绍洋 饰）有着辉煌的过去，他曾是一位流行音乐明星，拥有着大批疯狂的粉丝。凡子迎娶了美丽又性感的模特黎丽（裘斯 饰），可是他的生活却就此急转直下，黎丽拜金而又奢侈，在花光了凡子的积蓄之后，她果断...,464,10,2,2.8,12,211,12,12,273,12
916,25926267,一个勺子,2014,/subject/25926267/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2284639043.jpg,2014-11-16,"['剧情', '喜剧']", 汉语普通话 / 西北方言 / 重庆话,PT1H35M,农民拉条子（陈建斌 饰）在镇上遇到一个讨饭的傻子（金世佳 饰），傻子跟着他回了家。拉条子贴了寻人启示，不久有人认领了傻子。紧接着又有自称傻子的家人陆续出现，说拉条子把傻子卖了。麻烦接踵而至，拉条子自知...,159768,10,2,7.7,5151,7825,5151,5151,19727,5152
917,25926925,81号农场之疯狂的麦咭,2014,/subject/25926925/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2200408797.jpg,2014-10-01,"['喜剧', '动画', '冒险', '家庭']", 汉语普通话,PT1H20M,"当整个农场还沉浸在超能宝研制成功的喜悦中时，邪恶而又强大的外星怪兽侵袭了81号农场。
众人齐心协力击退外星怪兽的第一波袭击后，都盲目相信超能宝的威力，并渐渐忘却危机的存在，而小宝却在农场发现外星怪兽的...",139,10,2,4.7,23,280,23,23,1029,24
918,25927500,邓小平登黄山,2014,/subject/25927500/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2457117919.jpg,2015-02-06,"['剧情', '传记']", 汉语普通话,PT1H40M,影片以纪实的手法重现1979年邓小平同志登黄山、发表“黄山谈话”的全过程，并将当时时代大背景下引人关注的小岗村包干到户、知识分子待遇、香港回归等话题贯穿于剧本之中，再现这位世纪伟人的人格魅力和崇高风范...,352,10,2,6.1,156,1388,12,156,5014,24
919,25928069,浪漫天降,2015,/subject/25928069/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2274938394.webp,2015-10-23,"['喜剧', '爱情']", 汉语普通话,PT1H33M,新上任的空姐沙沙（关晓彤 饰）对即将到来的飞行任务感到万分期待而又有一丝紧张。在飞机上，她于无意之中得罪了名为林子大（夏雨 饰）的男子。林子大拥有英俊帅气的外表和豪放挥霍的做派，是一介典型的钻石王老五...,8023,10,2,3.6,1340,8778,1340,1340,26179,1344
920,25928812,龟兔再跑,2014,/subject/25928812/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2196772506.jpg,2014-09-06,"['喜剧', '动画', '家庭']", 汉语普通话 / 粤语,PT1H22M,"某日，外出的农夫带回了四只兔子，初来乍到，这四只古灵精怪的兔子和住在农场里的四只乌龟相安无事，平分天下。然而，随着时间的推移，兔子们渐渐发现，主人对于乌龟们的偏爱要远远大于对于它们的。
兔子们将个中缘...",183,10,2,5.0,0,157,0,0,444,0
921,25931451,钢铁，是这样炼成的,2015,/subject/25931451/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2276736832.jpg,2015-10-30,['剧情'], 汉语普通话,PT2H2M,"1956年，中国苏南，大炼钢铁的年代，少年时期的沈光荣与他的小伙伴们参加轰轰烈烈的大炼钢铁。红色的激情充斥着整个世界，撞击着每一个少年的心。
1978年，十一届三中全会召开。沈光荣（董勇 饰）与他的小...",229,10,2,5.7,77,983,17,77,1577,17
922,25931980,海洋之恋,2016,/subject/25931980/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2357429658.webp,2016-06-17,"['爱情', '科幻']", 汉语普通话,PT1H36M,电影《海洋之恋》改编自科幻作家阿兰的同名长篇小说，讲述了海洋里的美人鱼与陆地人之间唯美的爱情故事。 通过这个故事展开大家对大海的思考和探讨——人类怎样跟海洋共处，怎样理解海洋认识海洋。,134,10,2,3.3,1,587,0,1,1577,0
923,25932073,妈咪侠 媽咪俠,2014,/subject/25932073/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2246405445.jpg,2014-11-06,"['喜剧', '家庭']", 汉语普通话 / 粤语,PT1H36M,"阿爱（冯宝宝 饰）人到五十，经历了诸多风风雨雨，回想起来自己的大半辈子似乎都依附在男人的身上，可是这些男人带给阿爱的却从来都只是失望。
曾经，阿爱依赖父亲，可是父亲最终和母亲离婚，另觅新欢，还替阿爱造...",1076,10,2,6.1,1394,4639,1394,1394,16009,1394
924,25932085,快递先生,2014,/subject/25932085/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2215159378.webp,,['爱情'], 汉语普通话,PT1H0M,王志森（黄盛量 饰）是一名快递员，一天，他将一封分手信送给一位名叫莫莉（莫绮雯 饰）的女子，哪知道女子收到信后情绪非常的激动，她扬言要将男友送给她的所有东西尽数归还，包括她身上所穿的内衣。于是，在误打...,105,10,2,4.2,2,1085,2,2,1085,2
925,25933725,大丑,2014,/subject/25933725/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2193549467.jpg,2014-08-28,"['剧情', '戏曲']", 汉语普通话,PT1H33M,"《大丑》改编于吴克敬同名中篇小说。
故事发生在陕西地区一个叫陈仓的城市，随着时代文化体制改革政策。陈仓市的诸秦腔集团面临整会改制，某剧团全体演职人员也面临着留的抉择和考验。该团的“台柱子”丑角邸大丑和...",175,10,2,5.7,0,739,0,0,757,0
926,25934578,黄金福将,2014,/subject/25934578/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2221745992.webp,2015-01-23,['喜剧'], 汉语普通话,PT1H30M,"韩磊（李承铉 饰）原本是个富二代，他放荡不羁、挥金如土，不想却被自己最信任的朋友欺骗，一夜之间变成屌丝，一无所有。韩磊的前女友江一丹（张蓝心 饰）对他余情未了，邀请无家可归的韩磊与她同居。
韩磊和妹妹...",688,10,2,3.2,21,5906,2,21,15258,3
927,25934932,大地赤子史来贺,2014,/subject/25934932/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2198839994.jpg,2014-08-06,['剧情'], 汉语普通话,PT1H32M,"十一届三中全会以后,家庭联产承包责任制的推行,让农村生产力得到了极大的解放。土地分不分到农户,工厂包不包到个人?是集体走富路,还是个人奔小康?刘庄面临着痛苦的选择。史来贺一遍遍地学习十一届三中全会的公...",82,10,2,4.7,29,201,0,29,264,0
928,25942190,青春.com,2014,/subject/25942190/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2193493412.jpg,2014-08-29,"['剧情', '爱情', '悬疑']", 汉语普通话,PT1H30M,"本故事根据2012年52届重庆国际小姐事件改编……
国际小姐大奖赛江城赛区前三强刚出炉，立即引发公众质疑，称长相太丑，不能代表江城美女参赛，黑幕？潜规则？公众和媒体纷纷追查事实真相，主人翁被迫陷入了舆...",365,10,2,2.4,9,39,0,9,54,0
929,25945280,我的特工爷爷 特工爺爺,2016,/subject/25945280/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2325687277.jpg,2016-04-01,"['剧情', '动作', '冒险']", 汉语普通话 / 粤语,PT1H37M,退休军官老丁（洪金宝 饰）因“健忘症”弄丢孙女，内疚回到老家。邻居小女孩春花（陈沛妍 饰）成为他的慰藉。可女孩的父亲（刘德华 饰）无意卷入了当地黑帮团伙的争斗中。老丁为营救春花挺身而出，也寻回那份作为...,64823,10,2,5.5,4293,31302,3,4293,127844,3
930,25945350,我的战争,2016,/subject/25945350/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2376859070.jpg,2016-09-15,"['剧情', '历史', '战争']", 汉语普通话 / 英语,PT2H4M,抗美援朝4大战役时期，中国有这样一支英武勇猛的志愿军，他们为了保卫国家毅然决然远赴他乡，在并肩作战的日子里一起经历生死，建立了深厚的革命情感。孙北川（刘烨 饰）是这支队伍的核心首领，他身经百战、个性粗...,22617,10,2,5.0,454,14362,1494,454,34666,1494
931,25945356,新步步惊心,2015,/subject/25945356/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259532859.jpg,2015-08-07,"['爱情', '奇幻', '古装']", 汉语普通话,PT1H50M,早已成为国际大都会的北京城，生活着古灵精怪的小白领张小文（陈意涵 饰）。她渴望浪漫美好的恋情，无奈命中注定的另一半始终不曾到来。某天，她突遭意外跌入水中。当小文浮出水面，发现自己身着古装，旁边有一个念...,26345,10,2,4.1,21,14281,780,21,28358,915
932,25945369,相伴库里申科,2015,/subject/25945369/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2262106722.jpg,2015-08-14,['剧情'], 汉语普通话,PT1H32M,影片讲述了抗战时期12岁的谭小慧在万州江边亲眼目睹母亲被炸死，也亲眼目睹了库里申科的飞机坠入江中，光荣牺牲。万州群众将库里申科葬到太白岩。50年代末，库里申科的墓地迁到了西山公园，库里申科的女儿伊娜前...,73,10,2,5.0,35,4090,1,35,7043,1
933,25947919,与贼同屋,2014,/subject/25947919/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2196364341.webp,2014-08-29,"['爱情', '悬疑']", 汉语普通话,PT1H30M,婚后，袁红（陈廷嘉 饰）放弃了自己话剧演员的职业，回归家庭，坚定的成为站在丈夫宗辉（史力嘉 饰）背后支持他的女人。不就，袁红怀孕了，她更加肆意的享受着全职太太这份职业，却在无形之中放松了对于自己的要求...,282,10,2,3.4,5,1160,0,5,2871,0
934,25951736,爸爸去哪儿2,2015,/subject/25951736/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2225907485.webp,2015-02-19,"['儿童', '喜剧', '家庭']", 汉语普通话,PT1H36M,由湖南卫视从韩国MBC电视台同类节目移植而来的大型亲子户外真人秀节目《爸爸去哪儿》，在万千观众的支持下热播两季，成为当下并不多见的超话题类综艺节目。借着前两季的风头，《爸爸去哪儿》迈出荧屏，走入影院，...,19030,10,2,4.6,144,8226,8,229,11567,11
935,25953613,恐怖笔记,2016,/subject/25953613/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2393751703.webp,2016-11-04,"['悬疑', '恐怖']", 汉语普通话,PT1H25M,电影讲述了报社记者、业余网络悬疑故事作家追查十年前发生在“谜镇”的几件知名鬼事的真相，根据匿名电话来到了所有传闻最早开始的地方，而十年过去后，这个地方因为闹鬼已经成了无人居住的鬼楼。随着真相慢慢揭开，...,543,10,2,3.5,0,7388,1,0,9112,1
936,25955372,1980年代的爱情,2015,/subject/25955372/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2266309313.webp,2015-09-11,['爱情'], 汉语普通话,PT1H45M,曾经，关雨波（芦芳生 饰）是学校里唯一一个考上了大学的高材生，他的名字因此响彻校园，成为历史。如今，四年过去，命运让关雨波再次回到了闭塞的小镇之中，成为了一名镇政府的工作人员。本以为能够逃离这个封闭的...,7573,10,2,6.5,1599,6180,0,1599,11341,0
937,25955476,我的青春蜜友,2014,/subject/25955476/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2201067537.webp,2014-10-10,['爱情'], 汉语普通话,PT1H30M,薄荷（孙茜 饰）是一名电视台主持人，由她所主持的节目《同学会》拥有着很高的人气和收视率。某日，上司俞天（李泰 饰）找到了薄荷，希望她能够找来十五年前的一干大学同学们，以他们的真实经历为资料做一档专题节...,1075,10,2,4.5,2,889,95,2,2692,95
938,25955514,青春序,2014,/subject/25955514/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2198040644.jpg,2014-08-05,"['剧情', '爱情']", 汉语普通话,,"根据郭敖《给未知恋人的情书：1874》改编。
在美丽的首都北京，每天都会有许多有梦想有憧憬的人不断涌入这座城，而他们每个人都有着属于自己独一无二的故事。他们的故事就发生在这冰凉、冷漠、现实但时而还能感...",104,10,2,3.0,46,6,3,46,13,3
940,25956520,太平轮(下)·彼岸,2015,/subject/25956520/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2258079139.jpg,2015-07-30,"['剧情', '爱情', '灾难']", 汉语普通话 / 日语 / 闽南语 / 上海话,PT2H11M,20世纪40年代，内战快结束之际，台湾医生严泽坤（金城武 饰）频繁往返于台湾通往大陆的邮轮“太平轮”上，以便购买药品。为了维持家庭生计，表面上他风平浪静，内心却一直没有停止思念因战争被迫分离的恋人雅子...,63754,10,2,6.6,14184,73838,14184,14184,209132,16533
941,25958824,激情跳水梦,2014,/subject/25958824/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2206250417.jpg,2014-08-19,"['剧情', '运动']", 汉语普通话,PT1H30M,《激情跳水梦》是由臧溪川执导，邓安奇、王柯达、李娜京联合主演的运动青春励志电影，电影讲述了两位性格和身份迥异的年轻人，因跳水走到了一起，并在训练中经各种磨练和伤痛，最终在两人的努力下，夺得了全国跳水竞...,394,10,2,6.4,175,334,65,175,373,76
942,25960739,摩登森林之美食总动员,2014,/subject/25960739/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2196182866.jpg,2014-09-05,"['喜剧', '动画', '冒险']", 汉语普通话,PT1H29M,故事发生在风景秀丽的摩登村，一场声势浩大的美食大赛即将拉开序幕，肉食主义者旦旦、素食主义者元元和小龙都参加了这场比赛，然而，一场意外中，三人碰倒了神圣的“美食碑”，之后又在误打误撞之中穿越到了一个名为...,1484,10,2,2.6,2,140,2,2,280,2
943,25962681,精武青春 青春鬥,2014,/subject/25962681/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215140953.jpg,2014-12-04,"['喜剧', '爱情']", 汉语普通话 / 粤语,PT1H27M,出身豪门、为人粗枝大叶又自我中心的芷程（吴千语 饰）因为父亲工作的关系转学到南斗学院。在陌生的环境中，芷程重遇多年不见的表哥志坚（林德信 饰），虽在表面上对志坚刁蛮任性，但内心亦不禁视他为唯一的依靠。...,809,10,2,3.6,4737,2115,48,4737,6580,48
944,25962735,既然青春留不住,2015,/subject/25962735/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2274949132.webp,2015-10-23,"['喜剧', '爱情']", 汉语普通话,PT1H32M,洋溢着青春气息的大学校园里，劲辉（张翰 饰）、冯松（王啸坤 饰）等人立下了“兄弟盟约”，希望以此来维持他们之间的友谊。然而事与愿违，冯松喜欢上了名为朱婷（施雨斐 饰）的漂亮女孩，然而，令他没有想到的是...,22074,10,2,4.7,17,6395,6711,17,13080,6731
945,25962762,狙击时刻,2014,/subject/25962762/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2204770265.jpg,2014-10-24,"['动作', '犯罪', '悬疑']", 汉语普通话 / 英语,PT1H26M,电影讲述了精英狙击手被国际特工重创后一次卧薪尝胆的反击之战，展现了非比寻常的魔鬼训练及残酷的丛林作战，在枪林弹雨中追捕国际犯罪集团，上演了一出丛林探险、秘境追踪的好戏……,1507,10,2,4.2,9,5755,9,9,6048,10
946,25964071,夏洛特烦恼,2015,/subject/25964071/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2264377763.webp,2015-09-30,"['喜剧', '爱情']", 汉语普通话,PT1H44M,在学生时代的初恋秋雅（王智 饰）的婚礼上，毕业后吃软饭靠老婆养的夏洛（沈腾 饰）假充大款，出尽其丑，中间还被老婆马冬梅（马丽 饰）戳穿暴捶。混乱之中，夏洛意外穿越时空，回到了1997年的学生时代的课堂...,875526,10,2,7.8,443,14770,443,773,45387,786
