,id,name,year,url,image,datePublished,genre,language,duration,description,ratingCount,bestRating,worstRating,ratingValue,directorMaxEffect,actorMaxEffect,writerMaxEffect,directorSumEffect,actorSumEffect,writerSumEffect
856,25890005,山河故人,2015,/subject/25890005/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2274320140.jpg,2015-05-20,"['剧情', '家庭']", 英语 / 山西话 / 汉语普通话 / 上海话,PT2H6M,1999年，山西汾阳县城，开朗雀跃的女孩沈涛（赵涛 饰）徘徊在矿工梁子（梁景东 饰）和煤矿老板张晋生（张译 饰）两端。一女二男的三角恋，无法维持长久的平衡。梁子和晋生的友情破裂。涛儿结婚的时节，有人选...,276153,10,2,8.0,57616,38295,57616,57616,77061,57616
858,25890936,无法证明,2015,/subject/25890936/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2251045296.webp,2015-06-26,"['犯罪', '悬疑']", 汉语普通话,PT1H30M,"检察官郭竟远（刘笑 饰）从记事起就知道母亲（买红妹 饰）在外找了“野男人”,当父亲被活活气死后，幼小心灵便播下了仇恨的种子。二十年后鬼使神差，曾经的仇人（朱永棠 饰）因另外一起命案成为犯罪嫌疑人，郭竟...",67,10,2,4.2,1,195,3,1,423,3
859,25890969,古曼,2014,/subject/25890969/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2369098979.webp,2016-08-05,['惊悚'], 汉语普通话,PT1H30M,游泳队教练肖文（韩雪 饰）和丈夫以及患有自闭症的女儿过着优渥无忧的生活，直到某天看似完美的一切被突发性事件打乱。美丽的游泳队员白灵（朱圣祎 饰）因和另一位教练传出绯闻而上吊自杀。在此之后，曾经斥责过白...,1016,10,2,3.5,19,4369,19,19,5578,19
860,25890970,灵臆事件,2015,/subject/25890970/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2286205436.webp,2015-11-20,"['惊悚', '恐怖']", 汉语普通话,PT1H28M,公司白领张灵（朱雨辰 饰）乘坐阴森的375路公交车回家，他与女朋友苏白（石天琦 饰）相对而餐。两人相恋多年，但如今为了结婚的事而闹得不快。伴随着神秘的广播节目《灵臆事件》，他们的故事被串了起来：《恋人...,1169,10,2,3.1,19,1243,0,19,1355,0
861,25892152,女子分手专家,2014,/subject/25892152/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2184459296.webp,2014-05-22,['爱情'], 汉语普通话,,2014中国互联网最具院线品质的时尚爱情电影《女子分手专家》，讲述了四个性格各异的时尚都市女性，因曾受过感情创伤，对爱情看法偏激而组成了女子反爱同盟，为了“让更多人看清爱情的真相”而不断拆散情侣。在啼...,256,10,2,3.3,33,50,4,33,54,4
862,25892764,如临大婚,2013,/subject/25892764/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2184960890.jpg,,"['喜剧', '爱情']", 汉语普通话,PT1H31M,林艾是一个酒店试睡员，无意中遇上丁笑。丁笑由于小时候家庭父母离异，不相信婚姻，经过朋友新婚和父亲又成立家庭的事，他释怀了并有了积极的爱情观和人生观，丁笑开始对猛追求林艾，两人最终步入了婚姻的殿堂。,44,10,2,3.3,3,44,0,3,47,0
863,25895276,煎饼侠,2015,/subject/25895276/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2253038483.webp,2015-07-17,['喜剧'], 汉语普通话 / 英语 / 粤语,PT1H53M,人气偶像大鹏（董成鹏 饰）遭遇了意外事件，令其跌入人生谷底，女友采洁（郭采洁 饰）也离他而去，只剩助理董成龙（潘斌龙 饰）和红颜知己柳岩（柳岩 饰）对他不离不弃。大鹏草率签下电影合约，却因资金问题一筹...,362719,10,2,5.8,3660,11484,3660,3660,104193,3688
864,25895278,洛克王国3：圣龙的守护,2014,/subject/25895278/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2188208788.jpg,2014-07-10,"['动画', '奇幻', '冒险']", 汉语普通话,PT1H25M,由腾讯互动娱乐领衔出品的动画 电影《洛克王国3之圣龙的守护》近日 宣布定档暑期，将于7月上旬正式公 映。,4339,10,2,5.8,5,2464,11,5,3380,16
865,25896040,搏击迷城,2015,/subject/25896040/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2247443821.jpg,2015-06-05,['动作'], 汉语普通话 / 日语 / 粤语,PT1H38M,"生长于内蒙古大草原的年轻摔跤手——娜仁（赵柯 饰），应邀前往日本表演摔跤。临行前，金月婆婆（斯琴高娃 饰）托她寻找离别十多年的孙子赤那思（陈伟霆 饰）。
摔跤会主持人波士，永远戴着小丑面具，表现狂妄自...",1330,10,2,4.2,11,9471,30,11,18196,41
866,25896136,青涩日记,2015,/subject/25896136/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2283241007.webp,2015-01-24,"['喜剧', '爱情']", 汉语普通话,PT1H32M,问题少年王曲曲（陈赋 饰）转学报到的第一天，便成了班中的典型，不穿校服傲慢无理。对于班霸“痘哥”刘大壮（唐少涵 饰）的挑衅，第一次见面便给了一记下马威，让他摔成了狗吃屎。班长韩由由（季纯伊 饰）莫名成...,225,10,2,5.4,1,198,1,1,205,1
867,25897299,巴士进行曲,2014,/subject/25897299/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2246092161.jpg,,['喜剧'], 汉语普通话,PT1H30M,《巴士进行曲》 由潇湘电影集团 和容丞和悦（北京）影视文化传媒有 限公司联合出品，取材于湖南龙骧巴 士公司一位从业30年、从未出过安全 事故的女司机的真实事迹，以两代公 交人从“代沟”走向融合的故事为...,134,10,2,5.6,25,489,25,25,489,25
868,25897394,断片儿之妇仇者联盟,2014,/subject/25897394/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2185465829.jpg,2014-05-28,"['剧情', '喜剧']", 汉语普通话,PT0H58M,"影片以都市夜生活为背景，通过喜剧的艺术处理突显都市酒文化与时尚女性的都市夜生活。讲述了4位素不相识的女性因为各自生活感情的不顺利，在酒精的驱动下，完成了对男人的复仇。
四位现代女性：Alice（留美女...",159,10,2,3.7,16,139,38,16,193,38
869,25897421,森林孤影,2014,/subject/25897421/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2193544842.jpg,2014-09-12,"['剧情', '儿童', '冒险']", 汉语普通话,PT1H30M,"故事发生在中国西南边陲的一个原始森林，森林附近的村民每次在他们突然遇到野兽袭击时，就会有一个野人解救村民于危难之中，当地的村民称为山魅。
一批不速之客打破了的森林的寂静：佟记者带着他一个患自闭症的儿子...",150,10,2,3.2,5,16,1,5,33,1
870,25899561,马梗子的奇妙青春,2014,/subject/25899561/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2185974559.jpg,2014-06-10,"['剧情', '爱情']", 汉语普通话,PT1H0M,"2014年复旦大学学生业余原创短片。
讲述临近毕业的大学生马梗子如何借助朋友的帮助认识到了自己的不足，改进了个性，得到了爱情与人生进步的故事。
短片是复旦大学新闻学院2014届毕业生利用课余时间自发拍...",58,10,2,7.2,26,24,26,26,24,26
871,25899616,将错就错,2015,/subject/25899616/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2230699039.webp,2015-03-05,"['喜剧', '爱情']", 汉语普通话,PT1H32M,运势一向极差并且做任何事都十分倒霉的宫男（小沈阳 饰）因为听信了坑蒙拐骗、信口开河的不靠谱算命先生萨摩耶夫（李诚儒 饰）的指点，因此与为了一份跟梦中情人的口头婚约而绞尽脑汁、迫切求财的秦招妹（田亮 饰...,9871,10,2,3.9,10,6143,10,10,26870,10
872,25899690,斗茶,2014,/subject/25899690/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2199415501.jpg,2014-09-11,"['剧情', '爱情']", 汉语普通话,PT1H35M,"斗茶是中国茶文化重要的组成部分，也叫做“茗战”，它是我国古代以竞赛方式，评定茶叶质量优劣、沏茶技艺高低的一种方法，是中国古代品茶的最高表现形式。
乐凡（涂圣成 饰）自幼在味觉上有着独特的天赋，任何经他...",784,10,2,4.6,3,33919,1,3,34033,1
873,25899691,打工老板,2014,/subject/25899691/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2197286501.jpg,2014-10-21,['剧情'], 汉语普通话,PT1H38M,曾经，林大林（姚安濂 饰）亦是一位默默无闻的打工仔，然而，多年过去，凭借着自己的努力和坚持，林大林终于翻身做了老板，拥有了一间属于自己的玩具工厂。然而，老板却并不是这么好当的，林大林的命运并非掌握在自...,3073,10,2,8.1,44,495,7483,44,754,7511
874,25899692,水煮金蟾,2014,/subject/25899692/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2186050308.jpg,,['剧情'], 汉语普通话,PT1H35M,"蛤蟆村因高速路占地，有四户人家面临拆迁分配宅基地。为了公平起见，大家同意抓阄分配，然而，老实巴交的村民田胜被四混等人欺负，抓到了一块没人要的烂地。
在盖房打井的过程中，田胜家的烂地里打出了温泉，轰动全...",120,10,2,6.5,109,166,0,109,263,0
875,25901065,青春真好,2014,/subject/25901065/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187933632.jpg,2014-06-14,['剧情'], 汉语普通话,PT1H32M,某中学金帆舞蹈团将举行领舞选拔赛，家境优越的舞蹈队长方雪最有力的竞争者就是她无话不说的好朋友袁思迪。袁思迪舞蹈基本功过硬，但因出身于单亲家庭，含辛茹苦拉扯她长大的母亲极力反对她参加训练。为了实现艺术梦...,75,10,2,2.8,0,18,0,0,18,0
876,25901066,美丽笨女人,2014,/subject/25901066/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2230470936.jpg,2014-06-14,['剧情'], 汉语普通话,PT1H30M,"这是一段关于三个身份迥异的女人的爱情故事，她们拥有一个共同的名字——美丽笨女人。
文艺白富美周蓉（潘婕 饰）跟老公魏桐（罗钢 饰）离婚后一直过着极简任性的单身宅女生活，周蓉的助理玛丽（刘冉冉 饰）因为...",234,10,2,3.9,299,299,0,299,446,0
877,25901395,星空日记,2014,/subject/25901395/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2186400378.jpg,2014-06-05,"['剧情', '奇幻']", 汉语普通话,PT0H14M,《星空日记》是继《女生日记》、《男生日记》走红网络之后，北京大学再次推出的纪念毕业季的微电影，由北京大学师生共同完成，北京大学副教授陈宇执导。《星空日记》也是“青春日记系列三部曲”的收官之作。,2642,10,2,6.0,267,168,267,316,191,267
878,25903033,我是马布里,2017,/subject/25903033/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2494729086.jpg,2017-06-18,"['剧情', '运动']", 汉语普通话 / 英语,PT1H47M,影片根据真实故事改编。被称为“独狼”的NBA球星马布里事业陷入低谷，黯然隐退。在王牌经纪人李楠（吴尊 饰）的邀请和家人的鼓励下，马布里做出了人生中关键的决定——前往中国追寻自己的“篮球梦”。当坐在飞往...,8817,10,2,6.2,206,8955,206,206,26235,206
879,25903047,龙骑侠,2015,/subject/25903047/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2460258800.jpg,2015-01-01,"['动画', '奇幻', '冒险']", 汉语普通话,PT1H30M,故事发生在风景如画的绿之岛上，曾经，邪恶的黑都督摆在了骁勇善战的龙骑侠手上，但是，黑都督并没有完全的消失，而龙骑侠则失去了力量，化为了雕像。果果是生活在绿之岛上的一介平凡送花少年，当黑都督想要卷土重来...,598,10,2,4.2,19,968,19,19,1857,19
880,25903355,渔王争霸,2014,/subject/25903355/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187108685.jpg,,['剧情'], 汉语普通话,PT1H26M,民国初年，闯关东的青年邬三保因病倒在大街，被鳇鱼庄主女儿香菱救回家中。其时，恰逢八百里贡江“渔王争霸”赛鸣鼓开赛。鳇鱼庄主佟恩庭为保贡江渔户利益，与一方豪强胡七展开殊死搏斗。胡七暗中布下机关，使得年迈...,95,10,2,4.6,7,9,1,7,9,2
881,25904357,狂野飞车,2015,/subject/25904357/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2260368245.jpg,2015-08-14,"['动作', '爱情', '冒险']", 英语 / 汉语普通话,PT1H38M,大漠飞沙，引擎轰鸣，野性十足的美女车模（安娜塔莉娅 饰）只身深入大漠，只为和心爱的人共赴爱情之约。各国车手们本想在这里一战成名，却不知这死亡沙海既是天堂，亦是地狱。在凶险的生死竞速中，车手肯特惨遭对手...,926,10,2,2.7,4,109,0,4,118,0
882,25905746,通灵之六世古宅,2015,/subject/25905746/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2256870906.webp,2015-07-24,"['惊悚', '恐怖']", 汉语普通话,PT1H27M,叶子（徐娇 饰）是一位单纯善良的打工女孩，某日，在乐梓俊叔叔（张兆辉 饰）的带领之下，叶子来到了一幢阴森恐怖的古宅之中，那里就是她的家。古宅之中，住着二叔（陆思宇 饰）、二婶（田子田 饰）和娜娜（宋铁...,2576,10,2,4.2,378,13043,378,378,16782,426
883,25905851,且行且珍惜,2014,/subject/25905851/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2209609959.webp,,['爱情'], 汉语普通话,PT1H15M,年轻的杨春，刚刚大学毕业却遭到父母双亡的沉重打击，由于怀念父母，他坚持留下父母给自己唯一的遗产---酒吧。他承担起家庭的责任，负担起自己和妹妹的生活重担......就这样，他带着自己最爱的女人语芙，经...,67,10,2,3.0,2,17,6,2,17,6
884,25907004,坏姐姐之拆婚联盟,2014,/subject/25907004/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2205689007.jpg,2014-11-28,"['喜剧', '爱情']", 汉语普通话,PT1H48M,黄二珊（陈意涵 饰）是一名职业占星师，某日，她得知身处韩国的弟弟黄一峰（陈学冬 饰）即将和女友步入婚姻的殿堂，而那个女孩在星盘上却是黄一峰的克星，心急如焚的黄二珊想都没想就登上了驶往异国的飞机，势必要...,9990,10,2,4.5,56,14281,628,56,38834,628
885,25907086,爱情麻辣烫之情定终身,2016,/subject/25907086/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2322210657.webp,2016-03-08,['爱情'], 汉语普通话,PT1H38M,李小央（秦昊 饰）、刘家毅（何润东 饰）和高东华（周一围 饰）是大学时代的死党兼舍友，彼此之间感情十分要好。李小央一直默默喜欢着名为陈心（张梓琳 饰）的漂亮学妹，可是陈心只当李小央是对她关怀备至的大哥...,3429,10,2,5.0,5,21129,1130,10,49619,1131
886,25907088,魔镜,2015,/subject/25907088/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2266110047.webp,2015-09-25,['惊悚'], 汉语普通话 / 韩语 / 泰语,PT1H41M,《电话》骨折女孩侑真（李彩英 饰）百无聊赖待在家中养伤，这天她偶然收到一个镜子的快递，之后通过手机和某个陌生男子聊天。聊兴正酣，她给对方发去一张自己的照片，而对方则回过来一模一样的照片，并声称就在她的...,2569,10,2,5.1,378,893,26,418,2145,26
887,25907124,姜子牙,2020,/subject/25907124/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2621219978.jpg,2020-10-01,"['剧情', '动画', '奇幻']", 汉语普通话,PT1H50M,故事发生于封神大战后。姜子牙率领众神伐纣，赢得封神大战胜利，以为可以唤回世间安宁。然而，一切并未结束。一个偶然，姜子牙发现了原来“封神大战”之下酝酿着更大的阴谋。姜子牙开始踏上探寻真相的旅途........,568579,10,2,6.6,602,2464,37,806,8159,37
888,25908042,横冲直撞好莱坞,2015,/subject/25908042/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2240845701.jpg,2015-06-26,"['喜剧', '动作', '冒险']", 汉语普通话 / 英语,PT1H58M,何宇明（黄晓明 饰）一心扑在工作上，只希望能存够了钱，迎娶身在洛杉矶的女友，然而，让他没有想到的是，痴心付出等来的却是女友决定同他分手的消息。怎么也想不通的何宇明决定远赴洛杉矶，找女友当面问个清楚。就...,84339,10,2,4.5,13,4385,2574,13,16429,2992
889,25908065,我们的十年,2016,/subject/25908065/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2375677172.jpg,2016-09-02,"['剧情', '爱情']", 汉语普通话,PT1H30M,张静依（赵丽颖 饰）、陈伊诺（吴映洁 饰）和梁小艺（班嘉佳 饰）是大学时代的同窗兼好友，三个姑娘之间感情十分要好。温柔贤淑弹得一手好钢琴的陈伊诺是校园里的校花级人物，追求她的男生数不胜数，而个性大大咧...,15805,10,2,5.6,353,36422,6,356,42987,9
890,25908302,爸爸的假期,2015,/subject/25908302/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2224242410.webp,2015-02-19,"['喜剧', '家庭']", 汉语普通话 / 韩语 / 英语,PT1H48M,某外企高管老郭（郭涛 饰）的婚姻进入七年之痒，一心扑在工作上的他和妻儿疏于交流，而事业也进入了困顿起。老实木讷的小编剧岳伦儿（王岳伦 饰）饱受欺凌，软弱无能，此刻也经历着来自家庭和事业的双重压力。英俊...,14318,10,2,4.0,174,3752,174,174,16350,224
893,25910152,床下有人2,2014,/subject/25910152/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2188949248.webp,2014-08-22,"['悬疑', '惊悚']", 汉语普通话,PT1H28M,晴朗明媚的一天，医科大学生何欣悦（殷果儿 饰）、马晓丽（陈园 饰）、黄燕燕（陈嘉敏 饰）、雷永涵（李鹤楠 饰）、杨刚（宋伟 饰）和曾萍（孙心娅 饰）等六人相约来到早已荒废的旧校舍玩耍。半年前，学校发生...,2377,10,2,2.9,44,124,0,44,331,0
894,25911595,第三种爱情,2015,/subject/25911595/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2267236332.webp,2015-09-25,['爱情'], 汉语普通话,PT1H53M,邹雨（刘亦菲 饰）是一名律师，事业有成的她却遭遇了婚姻的不幸，与此同时，她的妹妹邹月（孟佳 饰）亦因为陷入了同财团二公子林启正（宋承宪 饰）的苦恋之中而想不开企图自杀。愤怒的邹雨找到林启正想要替妹妹讨...,70939,10,2,5.2,137,32345,137,137,41916,195
895,25911613,梦幻佳期,2015,/subject/25911613/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2461292158.webp,2015-12-11,['爱情'], 汉语普通话,PT1H30M,美女医生艾米（昆凌 饰）、不羁画家黄俊杰（蒲巴甲 饰）、花花公子陈大卫（钱枫 饰）、时尚模特李苏珊（杨洋 饰），这四个本该拥有着各自绚丽人生的青年，却意外的被三个闯进他们人生中的女孩打乱了，随之而来的...,325,10,2,3.1,5,3230,0,5,7863,0
896,25911694,摆渡人,2016,/subject/25911694/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2390687452.webp,2016-12-23,"['喜剧', '爱情']", 汉语普通话,PT2H8M,"摆渡人是城市里的超级英雄，摆渡就是把人从痛苦中解救出来。用快乐和温暖，抵抗这个世界的悲伤。
酒吧老板陈末（梁朝伟 饰）和合伙人管春（金城武 饰）就是这座城市的“金牌摆渡人”，他们平时看起来吊儿郎当，却...",227172,10,2,4.1,2225,56468,82148,2225,220298,84373
897,25912266,终极硬汉,2016,/subject/25912266/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2372585223.jpg,2016-08-19,"['动作', '犯罪', '冒险']", 汉语普通话 / 英语,PT1H35M,"电影《终极硬汉》讲述了一个跨境非洲的冒险故事。
安琪所在的勘探队在非洲挖掘到一枚超能量石，居心叵测的国际军火走私团伙得知该消息后，奔赴非洲意欲抢夺。退伍特种兵韩锋在非洲沙漠为了拯救持有超能量石逃窜的安...",1657,10,2,3.0,41,301,2,44,368,2
898,25912399,我是你的野蛮女友,2014,/subject/25912399/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2193343580.jpg,2014-09-12,"['喜剧', '动作', '爱情']", 汉语普通话,PT1H34M,广告公司女继承人沈傲男在父亲重病之时为可以继续跆拳道梦想，在父亲的嘱托中接手广告公司，却遭遇重大信任危机；在不打不相识的下属云舒的帮助下，查明真相，最终收获事业与爱情的故事。,495,10,2,2.8,1,2411,1,1,3112,1
899,25912917,我的校花妹妹,2014,/subject/25912917/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2202649167.jpg,2014-09-29,"['喜剧', '爱情']", 汉语普通话,PT1H33M,高晓一（王博 饰）和父亲（薛滔 饰）过着相依为命的生活，一天，父亲突然宣布自己要再婚，便和新婚妻子一起度蜜月去了，将公司里的一堆烂摊子丢给了高晓一处理。不仅如此，高晓一还莫名其妙的多了一个没有血缘关系...,441,10,2,3.8,4,4,4,4,4,4
900,25913178,飞跃地心,2014,/subject/25913178/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2193345103.jpg,2014-08-09,"['剧情', '儿童', '动画', '灾难']", 汉语普通话,PT1H21M,"一个在地震中埋了3天的女孩文雯（杨宇涵 饰）被救起，被救起来以后，她一直坚信自己爸爸还在地心里旅游，她在每一个可以画上蚕豆的地方穿越到地心里，去拯救会讲童话的爸爸。
雯雯的妈妈（龚蓓苾 饰）带着她走进...",153,10,2,3.5,68,3077,0,68,3328,0
901,25917973,心迷宫,2014,/subject/25917973/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.jpg,2014-07-21,"['剧情', '犯罪', '悬疑']", 汉语普通话,PT1H50M,"一个想要挣脱父权控制的青年，在一次争执中失手杀死了同村的痞子，被迫逃亡。他没有想过会用这样的方式逃离安逸的生活，离开之际却惊人的发现宿命早已将他和专制的父亲紧紧连接在一起，走或留他都将失去一切。
一个...",468262,10,2,8.7,13995,122,13995,13995,637,14075
902,25918597,爱情进化论,2014,/subject/25918597/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2194649873.jpg,2014-08-15,"['喜剧', '爱情']", 汉语普通话,PT1H30M,正值适婚年龄的单身女青年安安（郭碧婷 饰）是位普通的广告公司白领，她为了摆脱前男友的骚扰搬家，新邻居是一对兄妹，哥哥潘小哲（段奕宏 饰）是喜欢用生物学知识看待一切日常事务的生物学博士后，妹妹潘小星（刘...,6870,10,2,4.4,2,25528,0,2,42557,0
903,25918626,白雪公主之矮人力量,2014,/subject/25918626/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195667009.jpg,2014-08-21,"['喜剧', '动画', '奇幻', '冒险']", 汉语普通话 / 英语,PT1H24M,"白雪公主依然活着，并且和王子一起过着幸福快乐的生活的消息不胫而走，传入了邪恶的王后耳中，一心想要铲除白雪公主的王后怒火中烧，她找到了烈火巫师，与其合谋，企图再一次置白雪公主于死地。
某日，白雪公主和王...",3603,10,2,3.4,1,25,0,1,25,0
904,25918676,时间都去哪了,2015,/subject/25918676/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2254993256.jpg,2015-08-07,"['剧情', '爱情']", 汉语普通话,PT1H42M,非典期间，病毒肆虐，姚远（郭品超 饰）和林雨桐（杨紫 饰）却以此为契机相识相知。一晃眼多年过去，进入大学深造的两人在校园之中意外的重逢了。顺理成章地，姚远和林雨桐走到了一起，开始了他们漫长而又甜蜜的爱...,1820,10,2,4.5,10,33919,1,10,44842,2
905,25918677,命运速递,2015,/subject/25918677/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2522418412.jpg,2015-07-30,"['剧情', '喜剧', '犯罪']", 汉语普通话,PT1H30M,影片讲述了一个投资煤窑失败的 屌丝，利用身为演员的女友色诱老 板，从而诈骗钱财用来还债的故事。 其中，美人计色诱诈骗、娱乐圈潜规 则横行等情节大胆、香艳，也让这个 以命运为主题的故事有了更多看点。 此...,6475,10,2,6.2,432,9052,432,432,18111,432
906,25918682,李元霸与宇文成都,2015,/subject/25918682/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2717380564.jpg,2015-12-25,"['剧情', '动作']", 汉语普通话,PT1H30M,大业年间，醉心武学的李元霸得知皇都大兴将办比武大会，兴冲冲赶来，顺便探望父亲李渊和姐姐猗兰，不料刚进城便遇到刀客拦截，更与一蒙面高手过招，后来李元霸发现，对方竟是许久未见、亲如兄长的师兄宇文成都。这也...,200,10,2,3.4,5,23,16,5,24,16
907,25918723,兔侠之青黎传说,2015,/subject/25918723/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2225553056.jpg,2015-02-21,"['动作', '动画', '冒险']", 汉语普通话,PT1H30M,打败熊霸之后，兔二（黄磊 配音）被视为打败邪恶和维护正义的保护者而受到人们膜拜。被突如其来的声望冲昏头脑的兔二不再苦练武功，一心要行走江湖行侠仗义。某一天，兔二在河边救了玄火教的一位长老展天（王劲松 ...,419,10,2,6.5,362,8236,247,363,17452,262
908,25919327,摇滚水果,2015,/subject/25919327/,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2284732362.webp,2015-11-27,"['喜剧', '爱情', '音乐']", 汉语普通话,PT1H39M,在碧海蓝天、沙滩椰树下，讲述了由一群性感香艳极近于裸体的“比基尼”女郎组成的一支色彩缤纷的全女子摇滚乐队，从开始组建到最终获得成功的一段精彩人生历程。这个故事包括了成长的烦恼、爱情的甜蜜、事业的坎坷以...,793,10,2,2.8,0,3202,1,0,3525,1
909,25919910,师父,2015,/subject/25919910/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2554541437.jpg,2015-11-11,"['剧情', '动作', '武侠']", 汉语普通话,PT1H49M,民国年间南派咏春传人陈识（廖凡 饰）来到天津，结识了天津武术泰斗郑山傲（金士杰 饰），为在武术界开馆立足，郑山傲建议陈识用教徒弟踢馆的传统方式达成目的。几经周折，陈识娶了一名天津绝色女子赵国卉（宋佳 ...,304320,10,2,8.2,9787,21229,9787,9787,76229,9787
910,25920326,我的青春有个你,2021,/subject/25920326/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2682258967.jpg,2021-09-19,"['剧情', '爱情']", 汉语普通话,PT1H36M,大学军训里一场意外，让乖乖女周舟（王可如 饰）和学渣混混邱飞（刘冬沁 饰），彼此相遇。从英雄救美到勇敢表白，张扬的邱飞就这样走进周舟的心。当两人沉醉热恋时，已收敛张扬个性的邱飞，却卷入一场斗殴事件，他...,10202,10,2,4.2,206,14770,206,244,28884,206
911,25921812,驴得水,2016,/subject/25921812/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2393044761.jpg,2016-10-28,"['剧情', '喜剧']", 汉语普通话,PT1H51M,一群“品行不端”却怀揣教育梦想的大学教师，从大城市来到偏远乡村开办了一所小学校。学校待遇惨淡、生活艰苦，但老师们都自得其乐，每天嘻嘻哈哈打成一片。然而教育部特派员要来突击检查的消息打破了安宁，因为学校...,851820,10,2,8.3,2122,20243,2122,2917,28681,2917
912,25922259,在雨中,2016,/subject/25922259/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2347505338.jpg,2016-05-20,"['剧情', '爱情']", 汉语普通话,PT1H30M,李伟（李抒航 饰）喜欢温柔恬静的卢倩倩（王玥 饰），卢倩倩也对李伟产生好感，却因李伟家境不好而被母亲百般阻拦，二人面对残酷的现实压力。李伟的好兄弟陈刚（邱云鹤 饰）与李伟从小情义深厚，陈刚对卢倩倩一见...,67,10,2,3.4,8,25,8,8,32,8
913,25922900,708090之深圳恋歌,2016,/subject/25922900/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2350704558.jpg,2016-05-20,"['剧情', '爱情']", 汉语普通话,PT1H30M,李美晴（赵奕欢 饰）在创业期间结识了名为江海（陈锐 饰）的大叔，江海在事业上给予了李美晴很多的帮助，在此过程中，李美晴渐渐爱上了江海。李明哲（吴克群 饰）本是衔着金汤匙出生的千金大少爷，和好友陆天铭（...,973,10,2,3.0,1,12709,1163,1,21312,1163
914,25924268,喜乐长安,2016,/subject/25924268/,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2323300602.jpg,2016-03-25,"['动作', '爱情', '武侠', '古装']", 汉语普通话,PT1H30M,"这是一个小木寺俗家弟子释然，和青梅竹马的姑娘喜乐，骑着小马游走江湖的故事。
一场大饥荒，6岁的孤儿随饥民逃荒到小木寺，冲突中只有她在夹缝中挤进了小木寺被小木寺收留，方丈给她起名为喜乐，喜乐成了大家的愿...",2964,10,2,3.1,13,2351,10387,13,3212,10438
